Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,LLY,LLY,LLY,LLY,LLY,,,
2022-04-04,2022,4,4,Monday,14,2022-14,282.24,284.39,280.51,280.96,3014100,-0.004270913649326968,277.2207142857143,249.835
2022-04-05,2022,4,5,Tuesday,14,2022-14,281.25,285.21,278.72,281.99,2324200,0.003671628283453243,278.3257142857143,250.8582
2022-04-06,2022,4,6,Wednesday,14,2022-14,285.46,295.56,284.19,294.86,4672900,0.04564245166170733,279.7257142857143,252.15720000000002
2022-04-07,2022,4,7,Thursday,14,2022-14,294.05,302.73,294.05,297.36,4270800,0.008468555014506718,281.1571428571429,253.537
2022-04-08,2022,4,8,Friday,14,2022-14,296.95,301.17,296.9,300.5,3024700,0.010569769603017143,282.675,255.0014
2022-04-11,2022,4,11,Monday,15,2022-15,301.85,302.5,296.99,297.87,2178100,-0.008758989620299196,284.3235714285714,256.25239999999997
2022-04-12,2022,4,12,Tuesday,15,2022-15,295.58,298.5,293.26,297.02,2688100,-0.002848167178807426,285.9685714285714,257.48080000000004
2022-04-13,2022,4,13,Wednesday,15,2022-15,296.25,297.24,289.63,291.81,2528700,-0.017560300602196932,287.0,258.5496
2022-04-14,2022,4,14,Thursday,15,2022-15,292.85,293.54,289.42,291.03,1898100,-0.0026762320785789218,287.88428571428574,259.5538
2022-04-18,2022,4,18,Monday,16,2022-16,290.26,291.22,286.15,288.1,1581400,-0.010070927474326918,288.3778571428571,260.615
2022-04-19,2022,4,19,Tuesday,16,2022-16,287.7,288.93,283.26,286.35,2021700,-0.006056997426252764,288.9714285714286,261.69000000000005
2022-04-20,2022,4,20,Wednesday,16,2022-16,286.36,288.27,281.81,282.41,2608600,-0.013770655263519949,289.18,262.6616
2022-04-21,2022,4,21,Thursday,16,2022-16,282.41,282.92,276.37,279.22,2716800,-0.011300065085867894,289.4035714285714,263.6392
2022-04-22,2022,4,22,Friday,16,2022-16,278.92,279.23,268.41,268.73,2772600,-0.03756754981414545,288.44357142857143,264.3426
2022-04-25,2022,4,25,Monday,17,2022-17,268.75,275.69,266.89,274.96,2410200,0.02321228212827231,288.015,265.2402
2022-04-26,2022,4,26,Tuesday,17,2022-17,275.91,279.79,272.64,272.68,2166600,-0.00831006391870226,287.35,266.16720000000004
2022-04-27,2022,4,27,Wednesday,17,2022-17,272.94,277.79,270.52,274.86,2352100,0.007990786963643082,285.9214285714286,267.13899999999995
2022-04-28,2022,4,28,Thursday,17,2022-17,285.37,289.73,278.2,286.6,5886900,0.04272317389850344,285.15285714285716,268.1692
2022-04-29,2022,4,29,Friday,17,2022-17,285.17,286.64,278.76,281.65,3910900,-0.017290479870152864,283.80642857142857,269.0668
2022-05-02,2022,5,2,Monday,18,2022-18,280.78,282.33,274.08,279.17,2789900,-0.008797512875756919,282.4707142857143,270.0038
2022-05-03,2022,5,3,Tuesday,18,2022-18,278.27,279.41,273.91,277.73,2109500,-0.005145620030215015,281.09285714285716,270.92460000000005
2022-05-04,2022,5,4,Wednesday,18,2022-18,278.15,286.32,273.92,284.32,2743600,0.023709031900701394,280.5578571428572,272.0
2022-05-05,2022,5,5,Thursday,18,2022-18,282.89,284.4,277.95,281.88,3120200,-0.008578885711961082,279.9042857142857,273.04240000000004
2022-05-06,2022,5,6,Friday,18,2022-18,279.76,287.55,278.17,286.24,2931200,0.015493983523940047,279.7714285714286,274.08
2022-05-09,2022,5,9,Monday,19,2022-19,282.98,284.35,276.36,278.85,3460500,-0.02583344136847543,279.2357142857143,274.82
2022-05-10,2022,5,10,Tuesday,19,2022-19,281.52,282.9,274.77,275.45,3140800,-0.012204954278344227,278.73857142857145,275.5094
2022-05-11,2022,5,11,Wednesday,19,2022-19,273.49,283.93,272.84,276.4,2625200,0.0034649429626114614,278.53714285714284,276.2264
2022-05-12,2022,5,12,Thursday,19,2022-19,273.16,281.51,273.16,281.33,2370000,0.017824563867406606,279.4371428571429,276.952
2022-05-13,2022,5,13,Friday,19,2022-19,283.08,283.24,277.16,282.11,2337700,0.002785363029553345,279.9478571428571,277.607
2022-05-16,2022,5,16,Monday,20,2022-20,282.58,299.34,282.08,289.61,5118300,0.026574539950568132,281.1571428571429,278.3304
2022-05-17,2022,5,17,Tuesday,20,2022-20,290.21,293.5,283.81,291.56,2553000,0.006747394726068778,282.35,279.11660000000006
2022-05-18,2022,5,18,Wednesday,20,2022-20,290.21,292.72,284.43,285.56,2161400,-0.02060380051449051,282.2757142857143,279.8158
2022-05-19,2022,5,19,Thursday,20,2022-20,284.0,284.0,275.09,276.93,3157400,-0.030217899406544957,281.93857142857144,280.2872
2022-05-20,2022,5,20,Friday,20,2022-20,281.24,289.47,279.49,289.1,3129100,0.043944454674780475,282.64785714285716,280.9398
2022-05-23,2022,5,23,Monday,21,2022-21,290.79,294.97,289.58,292.72,2873600,0.012548076999203461,283.7185714285714,281.6594
2022-05-24,2022,5,24,Tuesday,21,2022-21,293.8,297.63,290.01,295.97,2804900,0.01110399403500062,284.55071428571426,282.3918
2022-05-25,2022,5,25,Wednesday,21,2022-21,296.98,300.29,294.7,296.99,3195700,0.003431471564102395,285.63,283.0202
2022-05-26,2022,5,26,Thursday,21,2022-21,295.27,303.66,293.7,303.23,3284200,0.021009391637243136,286.8435714285714,283.75440000000003
2022-05-27,2022,5,27,Friday,21,2022-21,302.45,313.5,301.1,312.92,3694300,0.03196573821322657,289.27714285714285,284.5076
2022-05-31,2022,5,31,Tuesday,22,2022-22,306.3,308.07,298.94,303.21,6298900,-0.031037509049067435,291.26,285.0254
2022-06-01,2022,6,1,Wednesday,22,2022-22,303.21,303.65,295.62,300.93,2731500,-0.007529515681341192,293.01214285714286,285.459
2022-06-02,2022,6,2,Thursday,22,2022-22,300.43,300.53,288.44,292.56,3703300,-0.02780648867084834,293.81428571428575,285.8144
2022-06-03,2022,6,3,Friday,22,2022-22,292.3,295.83,290.89,291.8,2490000,-0.002578922185145993,294.50642857142856,286.17060000000004
2022-06-06,2022,6,6,Monday,23,2022-23,304.84,304.84,293.2,293.46,3734400,0.0056688879964525984,294.7814285714286,286.49240000000003
2022-06-07,2022,6,7,Tuesday,23,2022-23,294.07,301.96,293.13,301.91,3652800,0.028810493295320372,295.5207142857143,286.95759999999996
2022-06-08,2022,6,8,Wednesday,23,2022-23,302.23,305.2,300.67,303.26,2684500,0.004453816644509834,296.78499999999997,287.399
2022-06-09,2022,6,9,Thursday,23,2022-23,301.43,301.74,293.22,293.35,1963300,-0.03266459699209534,297.9578571428571,287.7052
2022-06-10,2022,6,10,Friday,23,2022-23,289.46,291.81,287.18,287.32,2469800,-0.020576939101635494,297.8307142857143,287.8618
2022-06-13,2022,6,13,Monday,24,2022-24,280.95,283.59,279.09,281.77,2898800,-0.019292260238179204,297.04857142857145,287.97540000000004
2022-06-14,2022,6,14,Tuesday,24,2022-24,279.73,282.47,277.91,281.3,2422600,-0.0016822034742721703,296.0007142857143,287.95799999999997
2022-06-15,2022,6,15,Wednesday,24,2022-24,282.08,286.67,279.11,283.43,1970100,0.00756574707765445,295.03214285714284,288.0074
2022-06-16,2022,6,16,Thursday,24,2022-24,280.73,280.73,273.87,278.67,2628600,-0.01679244011252312,293.27785714285716,287.94100000000003
2022-06-17,2022,6,17,Friday,24,2022-24,280.54,291.17,280.22,281.41,6900000,0.009823819561934677,291.02714285714285,287.672
2022-06-21,2022,6,21,Tuesday,25,2022-25,282.84,289.51,280.83,287.63,2821300,0.022138074468918134,289.9142857142857,287.4774
2022-06-22,2022,6,22,Wednesday,25,2022-25,287.27,299.54,286.75,296.68,4535700,0.03144563537462641,289.61071428571427,287.401
2022-06-23,2022,6,23,Thursday,25,2022-25,299.4,302.97,297.16,302.51,3729300,0.019661473454835265,290.32142857142856,287.4938
2022-06-24,2022,6,24,Friday,25,2022-25,309.12,315.19,308.6,314.99,5449900,0.041250846637590266,291.97785714285715,287.8532
2022-06-27,2022,6,27,Monday,26,2022-26,313.65,320.05,311.49,316.59,3218900,0.005067406367450289,293.63,288.3488
2022-06-28,2022,6,28,Tuesday,26,2022-26,315.86,318.33,306.42,307.25,2742900,-0.029486150653246557,294.01142857142855,288.6732
2022-06-29,2022,6,29,Wednesday,26,2022-26,307.78,314.1,307.28,312.46,2562500,0.016938405356261566,294.6685714285714,289.1604
2022-06-30,2022,6,30,Thursday,26,2022-26,311.62,316.38,309.56,313.65,2732900,0.0038079410044571382,296.11857142857144,289.7064
2022-07-01,2022,7,1,Friday,26,2022-26,313.31,314.78,307.39,314.11,1817800,0.0014805024367574582,298.03214285714284,290.3404
2022-07-05,2022,7,5,Tuesday,27,2022-27,311.92,316.74,308.52,316.5,2107700,0.007606670599509924,300.5128571428572,291.086
2022-07-06,2022,7,6,Wednesday,27,2022-27,317.29,321.88,316.08,319.37,2252500,0.009077627430527535,303.23214285714283,292.0988
2022-07-07,2022,7,7,Thursday,27,2022-27,316.57,319.71,315.59,317.25,2395000,-0.006663674541078635,305.6478571428571,292.9446
2022-07-08,2022,7,8,Friday,27,2022-27,315.89,323.6,315.51,319.68,1898200,0.007684086687425706,308.57714285714286,293.8846
2022-07-11,2022,7,11,Monday,28,2022-28,319.82,321.82,318.68,320.26,1342600,0.0018154932656444522,311.3521428571429,294.7926
2022-07-12,2022,7,12,Tuesday,28,2022-28,319.23,321.15,312.81,313.03,2058200,-0.02259346120333805,313.1664285714286,295.3212
2022-07-13,2022,7,13,Wednesday,28,2022-28,311.5,314.08,310.36,311.93,2564200,-0.003492048543364712,314.2557142857143,295.9268
2022-07-14,2022,7,14,Thursday,28,2022-28,307.18,317.06,305.21,316.22,2615700,0.013738220399307943,315.235,296.6678
2022-07-15,2022,7,15,Friday,28,2022-28,321.13,324.38,317.46,320.78,3340300,0.014408734915545063,315.6485714285714,297.5288
2022-07-18,2022,7,18,Monday,29,2022-29,319.34,321.13,309.27,311.27,2116300,-0.029644443442339852,315.2685714285714,298.0678
2022-07-19,2022,7,19,Tuesday,29,2022-29,313.51,316.69,311.34,315.55,1628100,0.01376768057451594,315.8614285714285,298.7412
2022-07-20,2022,7,20,Wednesday,29,2022-29,316.41,317.12,309.86,311.52,2051000,-0.012783513250484546,315.7942857142857,299.2468
2022-07-21,2022,7,21,Thursday,29,2022-29,310.96,317.34,309.27,316.25,1692100,0.015184972748927272,315.98,299.9948
2022-07-22,2022,7,22,Friday,29,2022-29,316.28,318.47,315.19,318.02,1850800,0.005597681952889344,316.2592857142857,300.8462
2022-07-25,2022,7,25,Monday,30,2022-30,318.02,321.42,317.35,320.73,1741700,0.008516948058746365,316.56142857142856,301.7328
2022-07-26,2022,7,26,Tuesday,30,2022-30,320.19,321.72,317.88,320.74,1812300,3.044828534770616e-05,316.65928571428566,302.52099999999996
2022-07-27,2022,7,27,Wednesday,30,2022-30,318.24,320.07,314.58,318.2,1643000,-0.007901945805034338,316.72714285714284,303.2428
2022-07-28,2022,7,28,Thursday,30,2022-30,319.46,322.7,311.24,320.0,2350900,0.0056541286408013924,316.75,303.8506
2022-07-29,2022,7,29,Friday,30,2022-30,320.25,320.25,316.15,318.93,3399900,-0.0033552838687644915,316.65500000000003,304.39799999999997
2022-08-01,2022,8,1,Monday,31,2022-31,316.82,319.64,312.9,313.57,2464300,-0.016803713753745453,316.69357142857143,304.9582
2022-08-02,2022,8,2,Tuesday,31,2022-31,316.51,318.24,308.94,309.75,3405700,-0.012185821663648344,316.53785714285715,305.6146
2022-08-03,2022,8,3,Wednesday,31,2022-31,310.16,310.5,300.09,303.59,5152200,-0.019893897897564128,315.63571428571424,305.9044
2022-08-04,2022,8,4,Thursday,31,2022-31,300.08,300.12,292.37,295.81,4696300,-0.025618606330605975,313.8521428571429,305.9662
2022-08-05,2022,8,5,Friday,31,2022-31,292.61,295.35,290.51,291.48,2814300,-0.01461816963328666,312.43857142857144,305.8764
2022-08-08,2022,8,8,Monday,32,2022-32,290.84,296.13,286.85,292.63,3218900,0.003916083740368892,310.8014285714286,305.7892
2022-08-09,2022,8,9,Tuesday,32,2022-32,295.13,296.69,291.47,293.13,2122900,0.001718987696353036,309.48785714285714,305.5872
2022-08-10,2022,8,10,Wednesday,32,2022-32,294.56,297.11,292.71,294.67,2351000,0.005247225844656533,307.94642857142856,305.2222
2022-08-11,2022,8,11,Thursday,32,2022-32,291.2,295.45,289.85,291.34,2198800,-0.011293160793552581,306.0407142857143,304.9848
2022-08-12,2022,8,12,Friday,32,2022-32,293.99,299.4,292.42,299.0,2305100,0.0262834275236985,304.48857142857145,304.9462
2022-08-15,2022,8,15,Monday,33,2022-33,300.09,305.33,298.25,304.68,2795800,0.019021097332371673,303.34142857142854,305.1886
2022-08-16,2022,8,16,Tuesday,33,2022-33,304.67,305.1,300.5,301.16,2248000,-0.011562713656444124,302.1242857142857,305.37579999999997
2022-08-17,2022,8,17,Wednesday,33,2022-33,300.87,311.15,300.87,307.48,2747200,0.020979157743036048,301.23,305.6562
2022-08-18,2022,8,18,Thursday,33,2022-33,307.41,309.56,304.94,307.38,2261600,-0.0003159150624192364,300.40500000000003,305.7656
2022-08-19,2022,8,19,Friday,33,2022-33,308.15,316.15,308.14,313.25,3393100,0.01910207291078203,300.38214285714287,305.9654
2022-08-22,2022,8,22,Monday,34,2022-34,312.78,316.17,310.94,313.57,2488000,0.0010225323418717736,300.65500000000003,306.3698
2022-08-23,2022,8,23,Tuesday,34,2022-34,311.77,312.35,304.62,305.81,2962000,-0.024760277358862215,300.81357142857144,306.7396
2022-08-24,2022,8,24,Wednesday,34,2022-34,307.14,311.4,305.93,309.47,1827000,0.01196462434951484,301.7892857142857,307.2936
2022-08-25,2022,8,25,Thursday,34,2022-34,311.15,313.84,306.52,313.61,1977900,0.013391204500366127,303.37,307.9398
2022-08-26,2022,8,26,Friday,34,2022-34,314.05,315.02,305.98,306.26,1858000,-0.023457541209141453,304.34357142857147,308.39639999999997
2022-08-29,2022,8,29,Monday,35,2022-35,304.1,305.59,300.55,301.01,1697000,-0.017144173622611336,304.9064285714286,308.8432
2022-08-30,2022,8,30,Tuesday,35,2022-35,301.0,302.77,296.99,297.99,1980300,-0.010027098237803456,305.1435714285714,309.1748
2022-08-31,2022,8,31,Wednesday,35,2022-35,298.09,299.72,292.23,292.35,3183500,-0.01892278649811141,305.2157142857142,309.2692
2022-09-01,2022,9,1,Thursday,35,2022-35,292.13,300.29,291.64,300.02,2939200,0.026225769074188054,305.2885714285714,309.336
2022-09-02,2022,9,2,Friday,35,2022-35,300.97,301.07,290.92,292.45,2525400,-0.025231984546739472,304.415,309.1348
2022-09-06,2022,9,6,Tuesday,36,2022-36,294.02,303.61,293.32,297.77,2322200,0.018219155596318037,304.17285714285714,308.79040000000003
2022-09-07,2022,9,7,Wednesday,36,2022-36,299.67,303.19,295.89,302.41,2228100,0.015579136114442838,303.8107142857143,308.5068
2022-09-08,2022,9,8,Thursday,36,2022-36,302.75,306.42,298.52,306.2,2212500,0.012515886293194223,303.7264285714286,308.48580000000004
2022-09-09,2022,9,9,Friday,36,2022-36,307.12,310.73,305.93,308.33,2177000,0.006973231307243255,303.375,308.40319999999997
2022-09-12,2022,9,12,Monday,37,2022-37,309.49,311.0,305.6,305.93,2077400,-0.0078061237922227855,302.8292857142857,308.2488
2022-09-13,2022,9,13,Tuesday,37,2022-37,300.87,303.1,296.0,297.44,2272400,-0.027726667444086806,302.2314285714286,307.9154
2022-09-14,2022,9,14,Wednesday,37,2022-37,298.15,302.62,296.88,300.48,2002900,0.010212831882921991,301.5892857142857,307.595
2022-09-15,2022,9,15,Thursday,37,2022-37,300.58,303.07,296.74,300.35,2348100,-0.0004522556466194372,300.64214285714286,307.2146
2022-09-16,2022,9,16,Friday,37,2022-37,298.89,302.76,297.7,299.78,4380200,-0.0018743621559910162,300.17928571428575,306.8652
2022-09-19,2022,9,19,Monday,38,2022-38,297.44,297.48,288.87,296.1,2515300,-0.012301974662081494,299.8285714285715,306.3936
2022-09-20,2022,9,20,Tuesday,38,2022-38,294.86,294.86,290.13,292.83,1816800,-0.011012985888622984,299.46000000000004,305.845
2022-09-21,2022,9,21,Wednesday,38,2022-38,292.13,295.55,287.58,287.74,2241200,-0.01739984630458824,299.1307142857143,305.3392
2022-09-22,2022,9,22,Thursday,38,2022-38,291.93,303.39,291.12,301.7,5918300,0.048535950041575404,299.2507142857143,305.13460000000003
2022-09-23,2022,9,23,Friday,38,2022-38,302.68,305.89,296.12,302.28,4572600,0.0018980873267850917,299.95285714285717,304.8558
2022-09-26,2022,9,26,Monday,39,2022-39,299.7,302.54,295.89,298.43,3760000,-0.012714243354868149,300.0,304.4088
2022-09-27,2022,9,27,Tuesday,39,2022-39,300.04,304.69,299.23,301.93,3019600,0.01170721471448588,299.96571428571434,304.222
2022-09-28,2022,9,28,Wednesday,39,2022-39,323.7,331.63,318.43,324.52,9436300,0.07483132502842249,301.2742857142857,304.4014
2022-09-29,2022,9,29,Thursday,39,2022-39,324.12,324.81,317.62,320.28,3743100,-0.013068916921997076,302.1278571428571,304.5766
2022-09-30,2022,9,30,Friday,39,2022-39,317.51,319.8,312.91,313.82,4474100,-0.020181306074534833,302.6914285714286,304.528
2022-10-03,2022,10,3,Monday,40,2022-40,316.38,319.64,307.7,312.07,3340500,-0.005566577893678204,303.7364285714286,304.409
2022-10-04,2022,10,4,Tuesday,40,2022-40,312.68,320.37,312.29,320.16,2622500,0.025936649587186222,305.14214285714286,304.3976
2022-10-05,2022,10,5,Wednesday,40,2022-40,318.62,324.01,317.86,322.0,2186100,0.00572921422663053,306.6885714285714,304.42280000000005
2022-10-06,2022,10,6,Thursday,40,2022-40,318.27,329.26,317.23,323.13,4299200,0.0035265022677886115,308.3564285714286,304.52139999999997
2022-10-07,2022,10,7,Friday,40,2022-40,323.15,323.25,315.32,317.03,2601600,-0.01889170442870003,309.8514285714286,304.462
2022-10-10,2022,10,10,Monday,41,2022-41,316.61,317.37,310.8,314.34,1956200,-0.008479824127300195,311.3878571428572,304.3702
2022-10-11,2022,10,11,Tuesday,41,2022-41,310.57,319.33,310.01,317.94,2598900,0.011454583352709768,313.545,304.45759999999996
2022-10-12,2022,10,12,Wednesday,41,2022-41,317.73,323.81,314.33,315.0,1764700,-0.009248998662643837,314.495,304.5626
2022-10-13,2022,10,13,Thursday,41,2022-41,309.71,323.54,309.69,322.31,2657400,0.023199765005825546,315.92571428571426,304.937
2022-10-14,2022,10,14,Friday,41,2022-41,321.79,325.41,318.55,321.62,2231400,-0.0021377797030229795,317.58214285714286,305.4532
2022-10-17,2022,10,17,Monday,42,2022-42,322.98,327.63,321.97,322.95,2230000,0.0041339436847314115,319.0835714285714,306.0826
2022-10-18,2022,10,18,Tuesday,42,2022-42,324.29,325.44,320.63,325.15,2087100,0.006821883929319039,319.12857142857143,306.733
2022-10-19,2022,10,19,Wednesday,42,2022-42,325.37,325.74,316.36,319.58,2419000,-0.017132684211879856,319.0785714285715,307.262
2022-10-20,2022,10,20,Thursday,42,2022-42,321.39,321.67,316.29,319.37,1761200,-0.0006683496204760164,319.47499999999997,307.75600000000003
2022-10-21,2022,10,21,Friday,42,2022-42,319.37,332.33,317.14,330.72,3274700,0.03555477199616064,320.8071428571429,308.5436
2022-10-24,2022,10,24,Monday,43,2022-43,334.07,341.4,334.07,337.64,3375900,0.020923032517411455,322.0557142857143,309.3164
2022-10-25,2022,10,25,Tuesday,43,2022-43,336.3,341.94,332.94,340.95,2513100,0.00980179311190077,323.4092857142858,310.0418
2022-10-26,2022,10,26,Wednesday,43,2022-43,342.11,350.82,340.11,347.31,2373500,0.018644706480468676,325.13642857142855,310.96479999999997
2022-10-27,2022,10,27,Thursday,43,2022-43,348.41,350.47,344.84,345.82,2347600,-0.004275680332705201,327.1928571428572,311.7316
2022-10-28,2022,10,28,Friday,43,2022-43,349.7,351.33,346.51,349.29,2942100,0.010018986082314774,329.68928571428575,312.5698
2022-10-31,2022,10,31,Monday,44,2022-44,348.08,353.19,340.13,351.41,4258200,0.006085000943600649,332.08,313.33299999999997
2022-11-01,2022,11,1,Tuesday,44,2022-44,335.63,348.41,330.7,342.19,7013000,-0.026264319593829577,334.0221428571428,313.9054
2022-11-02,2022,11,2,Wednesday,44,2022-44,343.72,352.44,339.89,344.5,3774400,0.006750364407305698,335.60714285714283,314.67920000000004
2022-11-03,2022,11,3,Thursday,44,2022-44,343.62,352.13,341.15,351.02,2602500,0.018931616458568445,337.7071428571429,315.51019999999994
2022-11-04,2022,11,4,Friday,44,2022-44,354.43,355.09,342.92,346.87,3004600,-0.011805991344556621,339.4157142857143,316.1754
2022-11-07,2022,11,7,Monday,45,2022-45,347.45,356.18,346.96,354.31,2560300,0.021431979991434424,341.4985714285714,317.1364
2022-11-08,2022,11,8,Tuesday,45,2022-45,354.38,357.88,351.26,355.85,3278600,0.004355321541421153,344.0892857142857,318.2332
2022-11-09,2022,11,9,Wednesday,45,2022-45,357.58,358.9,351.24,352.56,2323700,-0.0092455726598345,346.46000000000004,319.3246
2022-11-10,2022,11,10,Thursday,45,2022-45,356.41,358.12,352.3,357.85,2994000,0.015002477344674192,348.3978571428571,320.6346
2022-11-11,2022,11,11,Friday,45,2022-45,355.36,356.99,334.36,341.91,6646300,-0.04453236484257095,348.70285714285717,321.4724
2022-11-14,2022,11,14,Monday,46,2022-46,349.46,351.14,331.01,346.53,4717400,0.01349208984361061,349.1014285714286,322.55400000000003
2022-11-15,2022,11,15,Tuesday,46,2022-46,347.38,347.43,337.09,340.58,4180700,-0.01716003725939974,348.6207142857143,323.41020000000003
2022-11-16,2022,11,16,Wednesday,46,2022-46,340.63,347.32,340.59,343.48,3563800,0.008515488387909276,348.45357142857137,324.2316
2022-11-17,2022,11,17,Thursday,46,2022-46,343.46,352.6,343.27,351.11,2929700,0.022213971198477678,348.5835714285714,325.1298
2022-11-18,2022,11,18,Friday,46,2022-46,352.84,354.91,349.73,351.99,2420900,0.002494613083781072,348.625,326.003
2022-11-21,2022,11,21,Monday,47,2022-47,350.74,354.02,345.86,351.5,1999200,-0.0013823607850671493,349.29,326.9144
2022-11-22,2022,11,22,Tuesday,47,2022-47,352.31,353.09,347.73,351.22,2460400,-0.0008029207980448927,349.77000000000004,327.99
2022-11-23,2022,11,23,Wednesday,47,2022-47,351.67,352.77,349.03,352.04,1993000,0.002327630401348646,349.84285714285716,329.02119999999996
2022-11-25,2022,11,25,Friday,47,2022-47,353.18,356.04,351.87,355.47,1039100,0.009758928274209211,350.45714285714286,330.1236
2022-11-28,2022,11,28,Monday,48,2022-48,353.72,359.62,351.33,355.98,2481300,0.001423756157891365,350.5764285714286,331.24760000000003
2022-11-29,2022,11,29,Tuesday,48,2022-48,354.86,356.31,350.98,354.21,2207000,-0.004975890395645055,350.4592857142857,332.40979999999996
2022-11-30,2022,11,30,Wednesday,48,2022-48,355.3,362.38,352.11,361.14,5556400,0.01959057102318651,351.07214285714286,333.776
2022-12-01,2022,12,1,Thursday,48,2022-48,364.76,365.14,358.62,360.41,2516100,-0.0020211283030296956,351.25500000000005,335.2294
2022-12-02,2022,12,2,Friday,48,2022-48,356.28,365.0,355.23,364.73,1925600,0.01196233789040635,352.88500000000005,336.49
2022-12-05,2022,12,5,Monday,49,2022-49,363.75,365.2,358.42,359.4,2296500,-0.014596101425262575,353.80428571428575,337.63239999999996
2022-12-06,2022,12,6,Tuesday,49,2022-49,357.17,360.72,355.73,358.67,1971000,-0.002030925118743032,355.0964285714286,338.83719999999994
2022-12-07,2022,12,7,Wednesday,49,2022-49,359.43,365.19,358.89,362.01,1629100,0.00930717066589315,356.42,340.03880000000004
2022-12-08,2022,12,8,Thursday,49,2022-49,363.27,363.27,356.69,361.84,2090900,-0.00048405175088139796,357.18642857142856,340.78520000000003
2022-12-09,2022,12,9,Friday,49,2022-49,363.01,363.99,351.15,351.32,2787200,-0.029048651783399437,357.1385714285714,341.406
2022-12-12,2022,12,12,Monday,50,2022-50,353.21,357.98,352.79,357.42,2639200,0.017341157955203634,357.56142857142856,342.27799999999996
2022-12-13,2022,12,13,Tuesday,50,2022-50,351.95,362.76,348.73,349.06,5032600,-0.02338983056636179,357.40714285714284,343.01779999999997
2022-12-14,2022,12,14,Wednesday,50,2022-50,349.4,359.54,347.5,353.77,5095500,0.013494517876701861,357.5307142857142,343.69
2022-12-15,2022,12,15,Thursday,50,2022-50,351.0,354.22,347.14,350.37,3437100,-0.009601153459987466,357.1664285714286,344.25739999999996
2022-12-16,2022,12,16,Friday,50,2022-50,348.35,350.83,345.66,350.23,6612200,-0.0003889049638209352,356.7557142857143,344.79939999999993
2022-12-19,2022,12,19,Monday,51,2022-51,348.23,350.07,345.12,348.2,2658400,-0.005807699549923329,356.32642857142855,345.4228
2022-12-20,2022,12,20,Tuesday,51,2022-51,348.9,351.77,346.8,350.01,2276000,0.005198934919052656,355.5314285714286,346.1362
2022-12-21,2022,12,21,Wednesday,51,2022-51,352.92,360.76,351.54,358.16,2211200,0.023273203363874284,355.37071428571426,346.9406000000001
2022-12-22,2022,12,22,Thursday,51,2022-51,357.49,359.86,352.59,355.53,1958100,-0.007336691638093806,354.7135714285714,347.75120000000004
2022-12-23,2022,12,23,Friday,51,2022-51,355.05,358.05,352.76,358.05,1030300,0.007089542502061841,354.6171428571428,348.466
2022-12-27,2022,12,27,Tuesday,52,2022-52,359.61,359.83,354.58,355.11,1372100,-0.008208517674176852,354.36285714285714,349.1358
2022-12-28,2022,12,28,Wednesday,52,2022-52,356.37,358.16,354.2,355.44,996000,0.000931656574937989,353.8935714285714,349.7856
2022-12-29,2022,12,29,Thursday,52,2022-52,358.24,361.02,356.65,357.19,1077900,0.004928693427026509,353.56142857142856,350.42640000000006
2022-12-30,2022,12,30,Friday,52,2022-52,357.65,358.1,352.41,356.04,1388000,-0.0032150860164306128,353.8985714285714,351.1556
2023-01-03,2023,1,3,Tuesday,01,2023-01,356.45,359.12,351.78,355.22,2006700,-0.0023234152549992393,353.74142857142857,351.87260000000003
2023-01-04,2023,1,4,Wednesday,01,2023-01,354.88,357.29,350.69,353.38,1886200,-0.0051782810141437485,354.05,352.3258
2023-01-05,2023,1,5,Thursday,01,2023-01,351.29,351.81,343.51,349.31,2008500,-0.011511813640248225,353.73142857142864,352.5592
2023-01-06,2023,1,6,Friday,01,2023-01,350.36,356.88,348.01,353.22,2131300,0.011200228547565416,353.935,352.8046
2023-01-09,2023,1,9,Monday,02,2023-02,354.25,355.2,339.45,340.46,2980600,-0.036121628819476115,353.2371428571428,352.66759999999994
2023-01-10,2023,1,10,Tuesday,02,2023-02,339.66,343.75,334.15,343.31,2465200,0.008346846613875636,352.8878571428572,352.6174
2023-01-11,2023,1,11,Wednesday,02,2023-02,344.85,352.07,341.6,350.76,2602800,0.021715057715373742,352.9414285714286,352.6468
2023-01-12,2023,1,12,Thursday,02,2023-02,349.63,350.85,343.63,349.5,2019700,-0.0035792617371360747,352.3228571428572,352.6086
2023-01-13,2023,1,13,Friday,02,2023-02,349.94,353.58,349.04,351.94,1690900,0.0069614930165904365,352.0664285714286,352.8036
2023-01-17,2023,1,17,Tuesday,03,2023-03,351.94,352.31,347.0,348.16,2435200,-0.01072986401063658,351.36,352.8768
2023-01-18,2023,1,18,Wednesday,03,2023-03,346.78,349.39,342.17,342.59,2302300,-0.016016746724980768,350.4657142857142,352.7082
2023-01-19,2023,1,19,Thursday,03,2023-03,342.94,346.27,341.04,341.68,2658300,-0.002642120659040792,349.48285714285714,352.6044
2023-01-20,2023,1,20,Friday,03,2023-03,337.71,339.72,332.43,336.8,5391900,-0.014270235779714313,348.02642857142865,352.25419999999997
2023-01-23,2023,1,23,Monday,04,2023-04,337.33,337.33,331.11,333.05,3403100,-0.011153728675449281,346.3842857142857,351.7982
